week_start,region_id,metric_name,calculation_method,unit,lakehouse_value,bi_report_value,ops_platform_value,absolute_delta,within_tolerance,suspected_driver
2026-01-19,REG08,on_time_arrival_rate,weighted average,percent,87.36,86.53,87.51,0.83,no,technician reassignment
2026-01-19,REG08,technician_utilization,average,percent,90.13,90.16,90.03,0.03,yes,technician reassignment
2026-01-19,REG08,cost_per_work_order,weighted average,dollars,133.99,132.61,133.2,1.38,no,late arriving work order status
2026-01-26,REG08,completed_orders,sum,orders,4365,4364.94,4364.91,0.06,yes,technician reassignment
2026-01-26,REG08,first_visit_fix_rate,weighted average,percent,80.52,80.37,80.44,0.15,yes,late arriving work order status
2026-01-26,REG08,repeat_visit_rate,weighted average,percent,12.29,12.2,12.41,0.09,yes,late arriving work order status
2026-01-26,REG08,on_time_arrival_rate,weighted average,percent,86.69,88.11,87.07,1.42,no,late arriving work order status
2026-01-26,REG08,technician_utilization,average,percent,93.91,92.66,93.0,1.25,no,technician reassignment
2026-01-26,REG08,cost_per_work_order,weighted average,dollars,138.82,139.21,139.17,0.4,yes,timezone boundary
2026-02-02,REG08,completed_orders,sum,orders,4201,4200.86,4200.97,0.14,yes,timezone boundary
2026-02-02,REG08,first_visit_fix_rate,weighted average,percent,79.68,78.6,79.62,1.08,no,technician reassignment
2026-02-02,REG08,repeat_visit_rate,weighted average,percent,13.58,14.45,14.07,0.88,no,missing cancellation filter
2026-02-02,REG08,on_time_arrival_rate,weighted average,percent,86.57,85.18,85.91,1.39,no,duplicate appointment event
2026-02-02,REG08,technician_utilization,average,percent,93.63,93.02,93.03,0.61,yes,late arriving work order status
2026-02-02,REG08,cost_per_work_order,weighted average,dollars,133.58,133.74,133.34,0.16,yes,duplicate appointment event
2026-02-09,REG08,completed_orders,sum,orders,4150,4149.95,4149.9,0.05,yes,late arriving work order status
2026-02-09,REG08,first_visit_fix_rate,weighted average,percent,78.97,79.3,79.25,0.34,yes,technician reassignment
2026-02-09,REG08,repeat_visit_rate,weighted average,percent,13.13,13.91,13.79,0.78,no,technician reassignment
2026-02-09,REG08,on_time_arrival_rate,weighted average,percent,84.93,85.38,84.66,0.45,yes,timezone boundary
2026-02-09,REG08,technician_utilization,average,percent,94.46,95.78,94.96,1.32,no,timezone boundary
2026-02-09,REG08,cost_per_work_order,weighted average,dollars,131.16,132.0,131.44,0.84,yes,timezone boundary
2026-02-16,REG08,completed_orders,sum,orders,4203,4198.64,4200.77,4.36,no,missing cancellation filter
2026-02-16,REG08,first_visit_fix_rate,weighted average,percent,78.06,78.63,78.27,0.57,yes,duplicate appointment event
2026-02-16,REG08,repeat_visit_rate,weighted average,percent,12.63,10.72,11.82,1.91,no,late arriving work order status
2026-02-16,REG08,on_time_arrival_rate,weighted average,percent,86.81,84.63,85.88,2.18,no,missing cancellation filter
2026-02-16,REG08,technician_utilization,average,percent,91.39,91.31,91.4,0.07,yes,late arriving work order status
2026-02-16,REG08,cost_per_work_order,weighted average,dollars,135.09,136.7,135.79,1.6,no,timezone boundary
2026-02-23,REG08,completed_orders,sum,orders,3995,3990.1,3992.66,4.9,no,missing cancellation filter
2026-02-23,REG08,first_visit_fix_rate,weighted average,percent,78.45,80.23,78.91,1.79,no,timezone boundary
2026-02-23,REG08,repeat_visit_rate,weighted average,percent,11.7,10.89,11.15,0.81,no,timezone boundary
2026-02-23,REG08,on_time_arrival_rate,weighted average,percent,87.29,85.89,86.28,1.41,no,duplicate appointment event
2026-02-23,REG08,technician_utilization,average,percent,90.1,89.29,89.84,0.81,no,late arriving work order status
2026-02-23,REG08,cost_per_work_order,weighted average,dollars,123.89,123.92,123.84,0.03,yes,timezone boundary
2026-03-02,REG08,completed_orders,sum,orders,4227,4227.04,4226.97,0.04,yes,late arriving work order status
2026-03-02,REG08,first_visit_fix_rate,weighted average,percent,76.86,76.79,76.97,0.08,yes,missing cancellation filter
2026-03-02,REG08,repeat_visit_rate,weighted average,percent,13.91,13.88,13.93,0.04,yes,technician reassignment
2026-03-02,REG08,on_time_arrival_rate,weighted average,percent,85.75,84.95,85.47,0.79,no,technician reassignment
2026-03-02,REG08,technician_utilization,average,percent,92.81,94.54,93.34,1.72,no,timezone boundary
2026-03-02,REG08,cost_per_work_order,weighted average,dollars,129.68,131.65,130.12,1.98,no,missing cancellation filter
2026-03-09,REG08,completed_orders,sum,orders,4153,4153.04,4153.07,0.04,yes,duplicate appointment event
2026-03-09,REG08,first_visit_fix_rate,weighted average,percent,76.64,74.74,75.95,1.9,no,technician reassignment
2026-03-09,REG08,repeat_visit_rate,weighted average,percent,10.62,11.08,11.01,0.46,yes,duplicate appointment event
2026-03-09,REG08,on_time_arrival_rate,weighted average,percent,86.31,86.65,86.33,0.35,yes,timezone boundary
2026-03-09,REG08,technician_utilization,average,percent,93.03,94.32,93.84,1.29,no,late arriving work order status
2026-03-09,REG08,cost_per_work_order,weighted average,dollars,130.51,130.49,130.59,0.02,yes,late arriving work order status
2026-03-16,REG08,completed_orders,sum,orders,3818,3818.03,3817.98,0.03,yes,late arriving work order status
2026-03-16,REG08,first_visit_fix_rate,weighted average,percent,79.2,79.07,79.25,0.13,yes,duplicate appointment event
2026-03-16,REG08,repeat_visit_rate,weighted average,percent,12.29,11.75,11.81,0.54,yes,duplicate appointment event
2026-03-16,REG08,on_time_arrival_rate,weighted average,percent,88.01,86.95,87.63,1.06,no,missing cancellation filter
2026-03-16,REG08,technician_utilization,average,percent,88.51,88.45,88.42,0.06,yes,timezone boundary
2026-03-16,REG08,cost_per_work_order,weighted average,dollars,129.91,129.82,129.64,0.09,yes,duplicate appointment event
2026-03-23,REG08,completed_orders,sum,orders,4093,4092.91,4092.86,0.09,yes,late arriving work order status
2026-03-23,REG08,first_visit_fix_rate,weighted average,percent,78.41,77.16,77.42,1.25,no,timezone boundary
2026-03-23,REG08,repeat_visit_rate,weighted average,percent,11.99,11.19,11.59,0.8,no,duplicate appointment event
2026-03-23,REG08,on_time_arrival_rate,weighted average,percent,86.25,85.56,86.01,0.69,yes,duplicate appointment event
2026-03-23,REG08,technician_utilization,average,percent,94.13,92.77,93.21,1.36,no,duplicate appointment event
2026-03-23,REG08,cost_per_work_order,weighted average,dollars,132.59,131.11,132.06,1.47,no,technician reassignment
2026-03-30,REG08,completed_orders,sum,orders,4142,4141.91,4142.32,0.09,yes,missing cancellation filter
2026-03-30,REG08,first_visit_fix_rate,weighted average,percent,79.47,79.29,79.45,0.18,yes,missing cancellation filter
2026-03-30,REG08,repeat_visit_rate,weighted average,percent,12.23,12.33,12.23,0.09,yes,duplicate appointment event
2026-03-30,REG08,on_time_arrival_rate,weighted average,percent,87.45,87.27,87.13,0.17,yes,late arriving work order status
2026-03-30,REG08,technician_utilization,average,percent,93.13,93.85,93.41,0.72,yes,missing cancellation filter
2026-03-30,REG08,cost_per_work_order,weighted average,dollars,134.39,134.49,134.28,0.1,yes,duplicate appointment event
2026-04-06,REG08,completed_orders,sum,orders,3818,3810.49,3815.24,7.51,no,late arriving work order status
2026-04-06,REG08,first_visit_fix_rate,weighted average,percent,81.3,80.6,80.77,0.7,yes,late arriving work order status
2026-04-06,REG08,repeat_visit_rate,weighted average,percent,12.62,14.51,13.81,1.89,no,timezone boundary
2026-04-06,REG08,on_time_arrival_rate,weighted average,percent,86.57,86.0,86.44,0.57,yes,duplicate appointment event
2026-04-06,REG08,technician_utilization,average,percent,87.84,88.17,87.9,0.33,yes,technician reassignment
2026-04-06,REG08,cost_per_work_order,weighted average,dollars,131.17,134.53,132.04,3.37,no,missing cancellation filter
2026-04-13,REG08,completed_orders,sum,orders,3968,3975.3,3971.41,7.3,no,missing cancellation filter
2026-04-13,REG08,first_visit_fix_rate,weighted average,percent,79.13,79.17,78.83,0.04,yes,missing cancellation filter
2026-04-13,REG08,repeat_visit_rate,weighted average,percent,13.22,14.18,13.7,0.96,no,missing cancellation filter
2026-04-13,REG08,on_time_arrival_rate,weighted average,percent,87.8,88.85,88.49,1.06,no,late arriving work order status
2026-04-13,REG08,technician_utilization,average,percent,90.16,90.03,90.26,0.13,yes,duplicate appointment event
2026-04-13,REG08,cost_per_work_order,weighted average,dollars,131.32,130.48,130.69,0.84,yes,late arriving work order status
2026-04-20,REG08,completed_orders,sum,orders,3946,3945.9,3945.8,0.1,yes,duplicate appointment event
2026-04-20,REG08,first_visit_fix_rate,weighted average,percent,80.43,80.42,80.29,0.01,yes,late arriving work order status
2026-04-20,REG08,repeat_visit_rate,weighted average,percent,11.68,11.57,11.41,0.11,yes,timezone boundary
2026-04-20,REG08,on_time_arrival_rate,weighted average,percent,88.89,89.02,88.9,0.13,yes,technician reassignment
2026-04-20,REG08,technician_utilization,average,percent,87.61,88.13,88.34,0.52,yes,timezone boundary
2026-04-20,REG08,cost_per_work_order,weighted average,dollars,125.33,123.05,123.5,2.28,no,duplicate appointment event
2026-04-27,REG08,completed_orders,sum,orders,3986,3986.0,3986.0,0.0,yes,late arriving work order status
2026-04-27,REG08,first_visit_fix_rate,weighted average,percent,79.43,79.38,79.35,0.06,yes,timezone boundary
2026-04-27,REG08,repeat_visit_rate,weighted average,percent,13.85,15.92,14.37,2.07,no,technician reassignment
2026-04-27,REG08,on_time_arrival_rate,weighted average,percent,86.83,88.87,87.79,2.04,no,duplicate appointment event
2026-04-27,REG08,technician_utilization,average,percent,90.73,90.68,90.76,0.05,yes,timezone boundary
2026-04-27,REG08,cost_per_work_order,weighted average,dollars,127.9,125.26,126.52,2.64,no,technician reassignment
2026-05-04,REG08,completed_orders,sum,orders,4066,4066.01,4066.06,0.01,yes,late arriving work order status
2026-05-04,REG08,first_visit_fix_rate,weighted average,percent,79.19,79.81,79.63,0.62,yes,missing cancellation filter
2026-05-04,REG08,repeat_visit_rate,weighted average,percent,14.65,14.39,14.4,0.26,yes,timezone boundary
2026-05-04,REG08,on_time_arrival_rate,weighted average,percent,88.26,88.27,88.06,0.01,yes,late arriving work order status
2026-05-04,REG08,technician_utilization,average,percent,90.81,90.87,90.79,0.06,yes,late arriving work order status
2026-05-04,REG08,cost_per_work_order,weighted average,dollars,130.81,130.06,130.48,0.75,yes,missing cancellation filter
2026-01-05,REG09,completed_orders,sum,orders,7030,7029.99,7029.93,0.01,yes,technician reassignment
2026-01-05,REG09,first_visit_fix_rate,weighted average,percent,74.96,75.65,75.09,0.68,yes,timezone boundary
2026-01-05,REG09,repeat_visit_rate,weighted average,percent,11.99,10.34,11.09,1.65,no,duplicate appointment event
2026-01-05,REG09,on_time_arrival_rate,weighted average,percent,88.52,88.48,88.6,0.03,yes,late arriving work order status
2026-01-05,REG09,technician_utilization,average,percent,94.91,93.62,94.17,1.29,no,timezone boundary
2026-01-05,REG09,cost_per_work_order,weighted average,dollars,131.86,131.9,131.91,0.04,yes,late arriving work order status
2026-01-12,REG09,completed_orders,sum,orders,6209,6209.01,6209.11,0.01,yes,late arriving work order status
2026-01-12,REG09,first_visit_fix_rate,weighted average,percent,76.76,77.12,76.74,0.37,yes,timezone boundary
2026-01-12,REG09,repeat_visit_rate,weighted average,percent,12.61,13.44,12.85,0.82,no,missing cancellation filter
2026-01-12,REG09,on_time_arrival_rate,weighted average,percent,88.09,88.05,88.05,0.04,yes,late arriving work order status
2026-01-12,REG09,technician_utilization,average,percent,87.83,89.02,88.44,1.19,no,late arriving work order status
2026-01-12,REG09,cost_per_work_order,weighted average,dollars,126.01,124.8,125.6,1.21,no,technician reassignment
2026-01-19,REG09,completed_orders,sum,orders,6762,6756.56,6756.77,5.44,no,technician reassignment
2026-01-19,REG09,first_visit_fix_rate,weighted average,percent,76.7,78.59,77.69,1.89,no,duplicate appointment event
2026-01-19,REG09,repeat_visit_rate,weighted average,percent,12.7,12.72,12.71,0.02,yes,late arriving work order status
2026-01-19,REG09,on_time_arrival_rate,weighted average,percent,88.79,87.31,88.65,1.48,no,late arriving work order status
2026-01-19,REG09,technician_utilization,average,percent,91.6,91.71,91.75,0.11,yes,late arriving work order status
2026-01-19,REG09,cost_per_work_order,weighted average,dollars,132.1,132.05,132.01,0.05,yes,duplicate appointment event
2026-01-26,REG09,completed_orders,sum,orders,7162,7161.96,7162.02,0.04,yes,late arriving work order status
2026-01-26,REG09,first_visit_fix_rate,weighted average,percent,76.06,77.99,76.91,1.94,no,technician reassignment
2026-01-26,REG09,repeat_visit_rate,weighted average,percent,11.75,12.19,11.91,0.44,yes,timezone boundary
2026-01-26,REG09,on_time_arrival_rate,weighted average,percent,89.61,90.65,90.22,1.04,no,technician reassignment
2026-01-26,REG09,technician_utilization,average,percent,94.71,94.7,94.67,0.02,yes,late arriving work order status
2026-01-26,REG09,cost_per_work_order,weighted average,dollars,131.55,135.12,132.9,3.57,no,missing cancellation filter
2026-02-02,REG09,completed_orders,sum,orders,6077,6072.78,6075.88,4.22,no,duplicate appointment event
2026-02-02,REG09,first_visit_fix_rate,weighted average,percent,75.36,75.31,75.23,0.06,yes,missing cancellation filter
2026-02-02,REG09,repeat_visit_rate,weighted average,percent,11.77,11.19,11.2,0.58,yes,technician reassignment
2026-02-02,REG09,on_time_arrival_rate,weighted average,percent,87.99,87.89,88.09,0.1,yes,missing cancellation filter
2026-02-02,REG09,technician_utilization,average,percent,83.73,83.68,83.8,0.04,yes,late arriving work order status
2026-02-02,REG09,cost_per_work_order,weighted average,dollars,118.92,117.32,117.86,1.61,no,duplicate appointment event
2026-02-09,REG09,completed_orders,sum,orders,6299,6290.17,6296.67,8.83,no,late arriving work order status
2026-02-09,REG09,first_visit_fix_rate,weighted average,percent,73.63,74.62,73.93,0.99,no,timezone boundary
2026-02-09,REG09,repeat_visit_rate,weighted average,percent,12.8,12.89,12.89,0.09,yes,late arriving work order status
2026-02-09,REG09,on_time_arrival_rate,weighted average,percent,86.3,86.31,86.22,0.01,yes,duplicate appointment event
2026-02-09,REG09,technician_utilization,average,percent,87.86,86.83,87.44,1.03,no,timezone boundary
2026-02-09,REG09,cost_per_work_order,weighted average,dollars,124.04,123.94,124.05,0.1,yes,timezone boundary
2026-02-16,REG09,completed_orders,sum,orders,6633,6623.21,6627.94,9.79,no,missing cancellation filter
2026-02-16,REG09,first_visit_fix_rate,weighted average,percent,75.84,75.98,76.31,0.13,yes,missing cancellation filter
2026-02-16,REG09,repeat_visit_rate,weighted average,percent,12.29,12.36,12.22,0.07,yes,missing cancellation filter
2026-02-16,REG09,on_time_arrival_rate,weighted average,percent,87.36,87.68,87.66,0.31,yes,missing cancellation filter
2026-02-16,REG09,technician_utilization,average,percent,93.3,93.3,93.26,0.0,yes,duplicate appointment event
2026-02-16,REG09,cost_per_work_order,weighted average,dollars,128.95,129.51,129.8,0.56,yes,duplicate appointment event
2026-02-23,REG09,completed_orders,sum,orders,6490,6489.86,6490.1,0.14,yes,technician reassignment
2026-02-23,REG09,first_visit_fix_rate,weighted average,percent,73.38,73.25,73.32,0.13,yes,duplicate appointment event
2026-02-23,REG09,repeat_visit_rate,weighted average,percent,12.48,12.43,12.2,0.04,yes,late arriving work order status
2026-02-23,REG09,on_time_arrival_rate,weighted average,percent,88.54,88.24,88.61,0.3,yes,timezone boundary
2026-02-23,REG09,technician_utilization,average,percent,90.7,91.95,91.03,1.25,no,missing cancellation filter
2026-02-23,REG09,cost_per_work_order,weighted average,dollars,126.22,126.18,126.03,0.04,yes,missing cancellation filter
2026-03-02,REG09,completed_orders,sum,orders,6675,6671.44,6673.42,3.56,yes,late arriving work order status
2026-03-02,REG09,first_visit_fix_rate,weighted average,percent,73.91,72.82,73.09,1.08,no,duplicate appointment event
2026-03-02,REG09,repeat_visit_rate,weighted average,percent,10.8,11.82,11.28,1.01,no,technician reassignment
2026-03-02,REG09,on_time_arrival_rate,weighted average,percent,88.09,88.6,88.16,0.51,yes,technician reassignment
2026-03-02,REG09,technician_utilization,average,percent,92.07,92.02,91.91,0.05,yes,timezone boundary
2026-03-02,REG09,cost_per_work_order,weighted average,dollars,128.94,128.97,128.69,0.02,yes,technician reassignment
2026-03-09,REG09,completed_orders,sum,orders,6059,6054.47,6056.11,4.53,no,missing cancellation filter
2026-03-09,REG09,first_visit_fix_rate,weighted average,percent,74.37,73.8,74.07,0.58,yes,timezone boundary
2026-03-09,REG09,repeat_visit_rate,weighted average,percent,12.5,12.27,12.3,0.23,yes,timezone boundary
2026-03-09,REG09,on_time_arrival_rate,weighted average,percent,86.98,87.37,87.22,0.38,yes,technician reassignment
2026-03-09,REG09,technician_utilization,average,percent,85.31,85.2,85.31,0.11,yes,technician reassignment
2026-03-09,REG09,cost_per_work_order,weighted average,dollars,125.17,125.2,125.14,0.03,yes,late arriving work order status
2026-03-16,REG09,completed_orders,sum,orders,6303,6308.04,6307.36,5.04,no,missing cancellation filter
2026-03-16,REG09,first_visit_fix_rate,weighted average,percent,75.77,76.64,76.46,0.87,no,duplicate appointment event
2026-03-16,REG09,repeat_visit_rate,weighted average,percent,11.58,9.32,11.38,2.25,no,late arriving work order status
2026-03-16,REG09,on_time_arrival_rate,weighted average,percent,87.78,87.52,87.68,0.26,yes,duplicate appointment event
2026-03-16,REG09,technician_utilization,average,percent,88.21,88.26,88.28,0.05,yes,late arriving work order status
2026-03-16,REG09,cost_per_work_order,weighted average,dollars,125.19,122.36,124.18,2.84,no,technician reassignment
2026-03-23,REG09,completed_orders,sum,orders,6622,6616.55,6619.59,5.45,no,duplicate appointment event
2026-03-23,REG09,first_visit_fix_rate,weighted average,percent,76.49,76.5,76.59,0.01,yes,late arriving work order status
2026-03-23,REG09,repeat_visit_rate,weighted average,percent,12.59,12.9,12.6,0.31,yes,late arriving work order status
2026-03-23,REG09,on_time_arrival_rate,weighted average,percent,87.45,87.82,87.7,0.37,yes,late arriving work order status
2026-03-23,REG09,technician_utilization,average,percent,92.81,94.1,93.4,1.28,no,late arriving work order status
2026-03-23,REG09,cost_per_work_order,weighted average,dollars,131.42,134.35,132.68,2.93,no,timezone boundary
2026-03-30,REG09,completed_orders,sum,orders,6829,6824.85,6826.22,4.15,no,timezone boundary
2026-03-30,REG09,first_visit_fix_rate,weighted average,percent,75.57,73.95,75.17,1.63,no,missing cancellation filter
2026-03-30,REG09,repeat_visit_rate,weighted average,percent,12.48,12.4,12.5,0.08,yes,timezone boundary
2026-03-30,REG09,on_time_arrival_rate,weighted average,percent,88.95,88.84,89.01,0.11,yes,missing cancellation filter
2026-03-30,REG09,technician_utilization,average,percent,94.2,93.12,93.72,1.08,no,technician reassignment
2026-03-30,REG09,cost_per_work_order,weighted average,dollars,133.16,133.07,132.91,0.09,yes,timezone boundary
2026-04-06,REG09,completed_orders,sum,orders,6983,6982.94,6982.93,0.06,yes,timezone boundary
2026-04-06,REG09,first_visit_fix_rate,weighted average,percent,76.14,75.13,75.62,1.02,no,missing cancellation filter
2026-04-06,REG09,repeat_visit_rate,weighted average,percent,11.65,12.89,11.81,1.24,no,duplicate appointment event
2026-04-06,REG09,on_time_arrival_rate,weighted average,percent,88.2,89.2,88.86,1.0,no,timezone boundary
2026-04-06,REG09,technician_utilization,average,percent,95.46,95.44,95.39,0.01,yes,timezone boundary
2026-04-06,REG09,cost_per_work_order,weighted average,dollars,124.13,124.19,124.02,0.05,yes,missing cancellation filter
2026-04-13,REG09,completed_orders,sum,orders,6554,6553.97,6553.86,0.03,yes,missing cancellation filter
2026-04-13,REG09,first_visit_fix_rate,weighted average,percent,77.46,77.31,77.39,0.15,yes,technician reassignment
2026-04-13,REG09,repeat_visit_rate,weighted average,percent,11.92,11.81,11.88,0.11,yes,duplicate appointment event
2026-04-13,REG09,on_time_arrival_rate,weighted average,percent,87.13,87.55,87.15,0.42,yes,technician reassignment
2026-04-13,REG09,technician_utilization,average,percent,92.07,92.16,92.1,0.09,yes,missing cancellation filter
2026-04-13,REG09,cost_per_work_order,weighted average,dollars,131.67,132.42,131.74,0.75,yes,duplicate appointment event
2026-04-20,REG09,completed_orders,sum,orders,6668,6673.27,6671.75,5.27,no,duplicate appointment event
2026-04-20,REG09,first_visit_fix_rate,weighted average,percent,75.65,73.29,75.42,2.36,no,duplicate appointment event
2026-04-20,REG09,repeat_visit_rate,weighted average,percent,9.94,9.19,9.65,0.75,no,late arriving work order status
2026-04-20,REG09,on_time_arrival_rate,weighted average,percent,87.2,87.74,87.52,0.54,yes,duplicate appointment event
2026-04-20,REG09,technician_utilization,average,percent,92.4,93.52,93.35,1.12,no,timezone boundary
2026-04-20,REG09,cost_per_work_order,weighted average,dollars,129.12,126.44,128.67,2.67,no,missing cancellation filter
2026-04-27,REG09,completed_orders,sum,orders,6549,6549.0,6549.22,0.0,yes,missing cancellation filter
2026-04-27,REG09,first_visit_fix_rate,weighted average,percent,76.17,75.42,75.88,0.75,yes,technician reassignment
2026-04-27,REG09,repeat_visit_rate,weighted average,percent,10.95,10.9,10.77,0.05,yes,missing cancellation filter
2026-04-27,REG09,on_time_arrival_rate,weighted average,percent,88.31,88.19,88.43,0.11,yes,timezone boundary
2026-04-27,REG09,technician_utilization,average,percent,90.74,89.27,90.27,1.47,no,missing cancellation filter
2026-04-27,REG09,cost_per_work_order,weighted average,dollars,130.04,127.99,128.36,2.05,no,late arriving work order status
2026-05-04,REG09,completed_orders,sum,orders,6816,6821.16,6817.42,5.16,no,timezone boundary
2026-05-04,REG09,first_visit_fix_rate,weighted average,percent,75.4,76.45,75.98,1.05,no,timezone boundary
2026-05-04,REG09,repeat_visit_rate,weighted average,percent,12.2,12.17,12.32,0.04,yes,duplicate appointment event
2026-05-04,REG09,on_time_arrival_rate,weighted average,percent,87.75,86.93,87.5,0.82,no,late arriving work order status
2026-05-04,REG09,technician_utilization,average,percent,94.04,93.96,93.88,0.08,yes,technician reassignment
2026-05-04,REG09,cost_per_work_order,weighted average,dollars,127.68,127.76,127.55,0.08,yes,timezone boundary
2026-01-05,REG10,completed_orders,sum,orders,3496,3491.55,3493.68,4.45,no,timezone boundary
2026-01-05,REG10,first_visit_fix_rate,weighted average,percent,67.57,69.54,68.62,1.96,no,timezone boundary
2026-01-05,REG10,repeat_visit_rate,weighted average,percent,14.35,14.32,14.08,0.03,yes,duplicate appointment event
2026-01-05,REG10,on_time_arrival_rate,weighted average,percent,86.22,86.31,86.38,0.09,yes,late arriving work order status
2026-01-05,REG10,technician_utilization,average,percent,88.83,88.83,88.79,0.0,yes,duplicate appointment event
2026-01-05,REG10,cost_per_work_order,weighted average,dollars,128.62,127.85,128.36,0.78,yes,late arriving work order status
2026-01-12,REG10,completed_orders,sum,orders,3554,3559.22,3557.75,5.22,no,duplicate appointment event
2026-01-12,REG10,first_visit_fix_rate,weighted average,percent,69.18,71.0,70.01,1.82,no,timezone boundary
2026-01-12,REG10,repeat_visit_rate,weighted average,percent,13.32,11.66,12.22,1.66,no,missing cancellation filter
2026-01-12,REG10,on_time_arrival_rate,weighted average,percent,85.89,84.78,85.07,1.11,no,duplicate appointment event
2026-01-12,REG10,technician_utilization,average,percent,91.01,90.92,90.93,0.09,yes,technician reassignment
2026-01-12,REG10,cost_per_work_order,weighted average,dollars,137.47,138.48,137.78,1.01,yes,technician reassignment
2026-01-19,REG10,completed_orders,sum,orders,3205,3199.97,3203.6,5.03,no,duplicate appointment event
2026-01-19,REG10,first_visit_fix_rate,weighted average,percent,68.12,68.12,68.34,0.0,yes,late arriving work order status
2026-01-19,REG10,repeat_visit_rate,weighted average,percent,13.44,13.53,13.41,0.08,yes,technician reassignment
2026-01-19,REG10,on_time_arrival_rate,weighted average,percent,85.08,85.57,85.6,0.49,yes,late arriving work order status
2026-01-19,REG10,technician_utilization,average,percent,84.24,82.6,83.37,1.64,no,missing cancellation filter
2026-01-19,REG10,cost_per_work_order,weighted average,dollars,130.02,130.05,130.03,0.03,yes,timezone boundary
2026-01-26,REG10,completed_orders,sum,orders,3465,3465.16,3464.95,0.16,yes,technician reassignment
2026-01-26,REG10,first_visit_fix_rate,weighted average,percent,69.29,69.88,69.39,0.59,yes,technician reassignment
2026-01-26,REG10,repeat_visit_rate,weighted average,percent,15.49,15.58,15.43,0.09,yes,late arriving work order status
2026-01-26,REG10,on_time_arrival_rate,weighted average,percent,84.34,84.24,84.18,0.1,yes,missing cancellation filter
2026-01-26,REG10,technician_utilization,average,percent,91.74,90.06,91.26,1.68,no,duplicate appointment event
2026-01-26,REG10,cost_per_work_order,weighted average,dollars,131.88,132.52,132.27,0.64,yes,timezone boundary
2026-02-02,REG10,completed_orders,sum,orders,3297,3297.14,3297.01,0.14,yes,late arriving work order status
2026-02-02,REG10,first_visit_fix_rate,weighted average,percent,68.27,66.95,68.01,1.33,no,technician reassignment
2026-02-02,REG10,repeat_visit_rate,weighted average,percent,15.4,14.55,15.1,0.86,no,technician reassignment
2026-02-02,REG10,on_time_arrival_rate,weighted average,percent,84.56,84.67,84.53,0.11,yes,duplicate appointment event
2026-02-02,REG10,technician_utilization,average,percent,88.94,89.86,89.73,0.92,no,technician reassignment
2026-02-02,REG10,cost_per_work_order,weighted average,dollars,135.95,134.66,135.83,1.29,no,technician reassignment
2026-02-09,REG10,completed_orders,sum,orders,3687,3686.98,3686.83,0.02,yes,technician reassignment
2026-02-09,REG10,first_visit_fix_rate,weighted average,percent,67.52,68.21,68.08,0.68,yes,technician reassignment
2026-02-09,REG10,repeat_visit_rate,weighted average,percent,14.69,15.44,14.98,0.75,no,duplicate appointment event
2026-02-09,REG10,on_time_arrival_rate,weighted average,percent,84.77,86.58,85.88,1.81,no,late arriving work order status
2026-02-09,REG10,technician_utilization,average,percent,92.97,94.25,93.52,1.27,no,technician reassignment
2026-02-09,REG10,cost_per_work_order,weighted average,dollars,140.92,140.93,140.91,0.01,yes,late arriving work order status
2026-02-16,REG10,completed_orders,sum,orders,3522,3521.99,3521.77,0.01,yes,technician reassignment
2026-02-16,REG10,first_visit_fix_rate,weighted average,percent,68.12,68.14,68.19,0.02,yes,late arriving work order status
2026-02-16,REG10,repeat_visit_rate,weighted average,percent,13.93,12.35,13.18,1.58,no,missing cancellation filter
2026-02-16,REG10,on_time_arrival_rate,weighted average,percent,87.34,85.65,86.86,1.68,no,late arriving work order status
2026-02-16,REG10,technician_utilization,average,percent,91.34,90.33,90.96,1.01,no,timezone boundary
2026-02-16,REG10,cost_per_work_order,weighted average,dollars,139.8,138.92,139.65,0.88,yes,late arriving work order status
2026-02-23,REG10,completed_orders,sum,orders,3651,3658.27,3653.37,7.27,no,missing cancellation filter
2026-02-23,REG10,first_visit_fix_rate,weighted average,percent,66.67,66.56,66.5,0.11,yes,late arriving work order status
2026-02-23,REG10,repeat_visit_rate,weighted average,percent,14.99,15.32,15.15,0.33,yes,technician reassignment
2026-02-23,REG10,on_time_arrival_rate,weighted average,percent,85.39,85.4,85.17,0.0,yes,timezone boundary
2026-02-23,REG10,technician_utilization,average,percent,93.43,94.39,93.76,0.96,no,late arriving work order status
2026-02-23,REG10,cost_per_work_order,weighted average,dollars,139.27,136.52,137.29,2.75,no,timezone boundary
2026-03-02,REG10,completed_orders,sum,orders,3480,3486.32,3484.27,6.32,no,duplicate appointment event
2026-03-02,REG10,first_visit_fix_rate,weighted average,percent,66.66,66.6,66.55,0.06,yes,missing cancellation filter
2026-03-02,REG10,repeat_visit_rate,weighted average,percent,14.3,14.21,14.02,0.09,yes,missing cancellation filter
2026-03-02,REG10,on_time_arrival_rate,weighted average,percent,84.52,85.54,84.47,1.03,no,missing cancellation filter
2026-03-02,REG10,technician_utilization,average,percent,92.66,91.17,91.71,1.49,no,duplicate appointment event
2026-03-02,REG10,cost_per_work_order,weighted average,dollars,137.93,139.56,139.2,1.63,no,duplicate appointment event
2026-03-09,REG10,completed_orders,sum,orders,3406,3401.64,3404.6,4.36,no,duplicate appointment event
2026-03-09,REG10,first_visit_fix_rate,weighted average,percent,67.3,67.49,67.64,0.19,yes,late arriving work order status
